heater_id,elapsed_seconds,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,TC15,TC16,TC17,TC18,TC19,TC20,TC21,TC22,TC23,TC24,TC25,TS1,TS2,TS3,OT1,OT2,OT3,TC26 PSwitch,TC27 PSwitch
Manometer Tree 150 & 155 SP-Tstat Open,57085,148.590692,149.843356,151.189728,147.38705,135.043107,71.8484017,157.61852,148.276277,124.16338,72.4632366,152.830228,148.034284,136.168445,81.4234822,150.704415,149.715099,147.24693,52.2495957,151.652021,147.322804,145.490346,50.8589945,149.993763,152.079873,53.33187,61.5933449,62.7651532,48.9880125,0.135895101,0.100712118,0.102040307,71.3828666,44.0833757
Manometer Tree 150 & 155 SP-Tstat Open,57090,148.589826,149.817415,151.198806,147.399354,135.019702,71.9691661,157.604778,148.282171,124.170671,72.5378202,152.822867,148.01918,136.170783,81.6168374,150.704603,149.707839,147.243161,52.1271012,151.645648,147.296161,145.493101,50.780823,149.987104,152.067592,53.7048541,61.6510554,62.8407579,49.0972506,0.135808444,0.100967412,0.102103305,71.326796,44.1492763
Manometer Tree 150 & 155 SP-Tstat Open,57095,148.574353,149.838687,151.19032,147.390628,135.046649,72.0947499,157.609575,148.271638,124.151594,72.5960053,152.823437,148.017212,136.161,81.4698847,150.697704,149.718139,147.232119,52.2556369,151.649347,147.295994,145.512235,50.776266,149.978296,152.067192,53.3693761,61.6880851,62.8453718,49.0627053,0.135780384,0.101326694,0.102462862,71.3083433,44.139396
Manometer Tree 150 & 155 SP-Tstat Open,57100,148.582801,149.831436,151.201223,147.393237,135.023777,72.1318291,157.602722,148.286818,124.158441,72.5205549,152.827627,148.03337,136.16717,81.4684346,150.716672,149.705298,147.239652,52.2629545,151.645117,147.306437,145.492606,50.8303714,149.994387,152.050546,52.8564369,61.6701926,62.7126736,49.1357319,0.135763877,0.101267547,0.102143195,71.3002424,44.233114
Manometer Tree 150 & 155 SP-Tstat Open,57105,148.580325,149.832967,151.201039,147.383253,135.022944,71.9920344,157.594019,148.275511,124.158163,72.4102168,152.831853,148.031521,136.166929,81.5358321,150.703081,149.715957,147.259655,52.2685912,151.655334,147.312494,145.493146,50.8778099,149.979196,152.060031,53.5062364,61.6384852,62.7109779,49.1469504,0.13628657,0.100851319,0.102272217,71.3322452,44.0193937
Manometer Tree 150 & 155 SP-Tstat Open,57110,148.560982,149.823477,151.195131,147.407998,135.032566,71.8593875,157.598319,148.268197,124.15773,72.4201076,152.820174,148.022239,136.152337,81.5633556,150.707532,149.707139,147.240226,52.2063754,151.632617,147.296156,145.473684,50.8384118,149.987873,152.05663,53.2341575,61.6289886,62.6325306,49.1412792,0.135483549,0.101501383,0.102504953,71.3328133,43.9216083
Manometer Tree 150 & 155 SP-Tstat Open,57115,148.588117,149.827614,151.200131,147.410963,135.03538,71.9306428,157.59231,148.269668,124.172764,72.4886406,152.839574,148.030915,136.175038,81.3312347,150.714661,149.721745,147.245327,52.0769252,151.660548,147.316363,145.494266,50.7858287,149.964635,152.058783,53.8185389,61.6660134,62.5901785,49.0137725,0.13628602,0.101271399,0.102277994,71.4590463,43.9371286
Manometer Tree 150 & 155 SP-Tstat Open,57120,148.589658,149.827557,151.200635,147.411021,135.052361,72.0398938,157.606934,148.288561,124.17412,72.4942539,152.820267,148.038173,136.166675,81.5370898,150.710151,149.723559,147.243377,52.1392046,151.635169,147.31338,145.48469,50.8045347,149.97141,152.057935,54.2503588,61.7108583,62.5026269,48.9625107,0.136026324,0.101200147,0.102127789,71.4394481,44.2478597
Manometer Tree 150 & 155 SP-Tstat Open,57125,148.581543,149.830412,151.185348,147.406672,135.037051,71.853592,157.601606,148.265804,124.183365,72.4866242,152.825551,148.023928,136.163449,81.4950164,150.701451,149.719872,147.251221,52.2235625,151.648059,147.31221,145.485855,50.8776218,149.971115,152.057832,54.3155114,61.8113188,62.5707396,48.9888316,0.136024949,0.101028209,0.102406467,71.4208767,44.452395
Manometer Tree 150 & 155 SP-Tstat Open,57130,148.586403,149.826336,151.204184,147.410243,135.052098,72.02751,157.611118,148.292718,124.201076,72.6409496,152.832953,148.029159,136.188874,81.5514024,150.724174,149.730428,147.257886,52.3510237,151.659887,147.321295,145.496204,50.8543562,149.960553,152.05688,54.1468673,61.7688298,62.6207237,48.9126406,0.135821924,0.100886257,0.102300002,71.3542248,44.8064465
Manometer Tree 150 & 155 SP-Tstat Open,57135,148.590141,149.835287,151.195367,147.421424,135.04558,72.0322677,157.610687,148.280971,124.200416,72.6612597,152.832263,148.054048,136.197984,81.4154405,150.717611,149.72967,147.267886,52.2135424,151.675044,147.303828,145.503873,50.744114,149.978336,152.077135,53.683875,61.8132526,62.6908749,49.0622758,0.135845307,0.100999323,0.102112934,71.3675882,45.1627701
Manometer Tree 150 & 155 SP-Tstat Open,57140,148.582122,149.841921,151.20333,147.423343,135.072977,72.0769019,157.623891,148.292427,124.200292,72.7105984,152.840866,148.038828,136.197549,81.5126409,150.712334,149.743187,147.274321,52.2571575,151.667799,147.322957,145.505285,50.8911801,149.987886,152.076369,53.9441435,61.7023467,62.7876477,49.0431871,0.136522332,0.101121193,0.102832599,71.4314406,45.4841216
Manometer Tree 150 & 155 SP-Tstat Open,57145,148.608581,149.84467,151.210754,147.436689,135.085831,71.9461221,157.616229,148.308207,124.215234,72.5486305,152.824917,148.032424,136.2026,81.526832,150.719655,149.729614,147.25857,52.1931697,151.655366,147.306051,145.49626,50.8206298,149.971428,152.067526,54.3320138,61.6167274,62.6776633,49.0536896,0.136676939,0.101113215,0.102339067,71.3352229,45.2470543
Manometer Tree 150 & 155 SP-Tstat Open,57150,148.595683,149.853691,151.220015,147.432447,135.074108,72.0075758,157.61452,148.292663,124.206518,72.4232078,152.852413,148.038181,136.217673,81.4557811,150.739674,149.752842,147.273534,52.2698816,151.665684,147.33365,145.504184,50.7880271,149.978647,152.055929,53.9786168,61.5937936,62.6762263,49.1455401,0.136156722,0.101409224,0.101916236,71.3398938,44.9327033
Manometer Tree 150 & 155 SP-Tstat Open,57155,148.593072,149.869227,151.20653,147.427104,135.086838,72.0468398,157.606248,148.29573,124.216199,72.3695681,152.849497,148.060092,136.215343,81.3745953,150.732087,149.734062,147.265188,52.3191047,151.669587,147.329392,145.496082,50.754902,149.970838,152.062574,53.4572656,61.4957078,62.806435,49.1928982,0.136015045,0.101040864,0.102452134,71.3369094,44.7911765
Manometer Tree 150 & 155 SP-Tstat Open,57160,148.599085,149.87077,151.203844,147.436118,135.10146,72.0911021,157.615922,148.291065,124.229727,72.3577543,152.845603,148.049712,136.218794,81.3798633,150.729981,149.737956,147.274855,52.2674744,151.662005,147.313343,145.503144,50.6728801,149.985096,152.04858,53.0421463,61.3736206,62.7884198,49.3205516,0.135738568,0.101156131,0.102567951,71.3148297,44.8163921
Manometer Tree 150 & 155 SP-Tstat Open,57165,148.621638,149.861893,151.230672,147.465618,135.10147,72.065823,157.623592,148.321981,124.251638,72.513485,152.859223,148.062928,136.228465,81.4507579,150.743788,149.757275,147.291919,52.3513379,151.683839,147.330706,145.510986,50.762016,149.996076,152.051802,53.0921022,61.466851,62.7063801,49.2731922,0.136312154,0.10133027,0.102602614,71.3287651,45.0709139
Manometer Tree 150 & 155 SP-Tstat Open,57170,148.59751,149.862165,151.207921,147.449263,135.079148,72.1059264,157.597382,148.299083,124.223121,72.4177509,152.842949,148.058293,136.223166,81.3859004,150.739219,149.746139,147.277506,52.3189175,151.683019,147.345733,145.499817,50.7763144,149.969393,152.056024,53.0779077,61.5599121,62.596268,49.2487474,0.1366387,0.100973739,0.102764649,71.3047995,44.8718968
Manometer Tree 150 & 155 SP-Tstat Open,57175,148.598674,149.862892,151.213854,147.460659,135.116995,72.0124921,157.621469,148.299149,124.228521,72.4084578,152.844916,148.057028,136.237311,81.4226411,150.729512,149.747929,147.281778,52.3226856,151.666016,147.323513,145.501748,50.7143295,149.975089,152.059091,53.1845373,61.5074882,62.487373,49.2838155,0.136434024,0.100897536,0.102209494,71.2700766,44.5292212
Manometer Tree 150 & 155 SP-Tstat Open,57180,148.599715,149.861833,151.212814,147.441172,135.112861,72.0289508,157.614979,148.305172,124.24328,72.3432177,152.826887,148.046911,136.222014,81.4725135,150.741774,149.753068,147.278313,52.2729545,151.6724,147.32516,145.498831,50.6979382,149.968459,152.047593,53.3501605,61.5753402,62.5270932,49.3337676,0.136579828,0.100985568,0.101870294,71.2429673,44.3834976
Manometer Tree 150 & 155 SP-Tstat Open,57185,148.598297,149.852151,151.215896,147.462379,135.109088,71.9788685,157.615186,148.311325,124.259212,72.5303738,152.828306,148.061909,136.23996,81.5864504,150.746749,149.753524,147.273698,52.0660428,151.676769,147.333587,145.480031,50.8551213,149.968905,152.043726,53.0756747,61.7283729,62.6330062,49.2344292,0.13588052,0.101017755,0.102382258,71.2967833,44.8092212
Manometer Tree 150 & 155 SP-Tstat Open,57190,148.613027,149.857331,151.207498,147.450965,135.136384,72.2963185,157.617792,148.318104,124.268338,72.5224241,152.837438,148.065669,136.237337,81.4580495,150.730646,149.757004,147.283272,52.0161656,151.669311,147.338273,145.502072,50.8878158,149.985201,152.050127,53.7007088,61.7024151,62.5894367,49.229576,0.136080794,0.101227107,0.10233494,71.3586345,45.5153166
Manometer Tree 150 & 155 SP-Tstat Open,57195,148.599632,149.864859,151.226024,147.445443,135.136532,72.3194,157.623946,148.316726,124.263658,72.5779049,152.840593,148.059315,136.247083,81.4751502,150.750554,149.76052,147.304291,52.1702375,151.680393,147.33078,145.510966,50.7977578,149.998813,152.059386,53.6481637,61.6835148,62.6895992,49.2501601,0.135930314,0.101228483,0.102419672,71.2518224,45.8939807
Manometer Tree 150 & 155 SP-Tstat Open,57200,148.611637,149.865842,151.204007,147.4487,135.138467,72.1033548,157.635863,148.327217,124.271174,72.58927,152.844723,148.087703,136.251066,81.4140948,150.742638,149.761927,147.288843,52.0082142,151.680334,147.346817,145.504887,50.8253668,149.973823,152.065164,54.1745144,61.8069831,62.7111158,49.185189,0.135631554,0.101429857,0.101714312,71.3369935,45.8640567
Manometer Tree 150 & 155 SP-Tstat Open,57205,148.625185,149.87546,151.230824,147.473366,135.173093,72.2701449,157.639066,148.350519,124.292058,72.5813856,152.843618,148.06503,136.271108,81.5699858,150.757269,149.758512,147.30249,52.1419595,151.681319,147.311064,145.511384,50.8241328,149.980765,152.068115,54.0663424,61.8270386,62.7562905,49.2196098,0.135742144,0.101584464,0.102368503,71.3454839,45.8235747
Manometer Tree 150 & 155 SP-Tstat Open,57210,148.632932,149.879084,151.222075,147.456436,135.170753,72.1620548,157.622708,148.343706,124.271395,72.5876361,152.84487,148.083975,136.287071,81.6536512,150.75384,149.764572,147.299567,52.2093071,151.691203,147.342717,145.518473,50.7663593,149.982433,152.068146,53.84972,61.8687906,62.8403312,49.2829461,0.135701705,0.101285429,0.102611417,71.3418965,45.7321105
Manometer Tree 150 & 155 SP-Tstat Open,57215,148.630354,149.888279,151.234775,147.472781,135.181194,72.1356268,157.618639,148.347292,124.29214,72.5070462,152.843138,148.072124,136.270145,81.5751077,150.738244,149.765673,147.2877,52.2177586,151.690827,147.338244,145.505166,50.7613362,149.983035,152.053874,53.9314148,61.8893292,62.9137371,49.2661613,0.13583843,0.100797399,0.102481844,71.2992435,45.6601324
Manometer Tree 150 & 155 SP-Tstat Open,57220,148.623357,149.870356,151.235237,147.469906,135.180742,72.2142264,157.622481,148.334681,124.278885,72.4946487,152.844946,148.061601,136.277431,81.3821889,150.761426,149.77953,147.299108,52.1967365,151.690029,147.340105,145.500053,50.8346354,149.984163,152.045208,53.3702479,61.9079101,62.9048189,49.2805275,0.136379554,0.101296983,0.102301928,71.2934954,45.4481557
Manometer Tree 150 & 155 SP-Tstat Open,57225,148.636554,149.863747,151.238558,147.470457,135.188321,72.2860595,157.627606,148.346421,124.290528,72.6018459,152.843193,148.069107,136.294554,81.5553222,150.74828,149.769303,147.291771,52.2348224,151.683115,147.332609,145.502531,50.74014,149.974414,152.041617,52.7731384,61.8464252,62.9097736,49.3277376,0.135736367,0.10108543,0.102243057,71.3152117,45.2949364
Manometer Tree 150 & 155 SP-Tstat Open,57230,148.60573,149.864876,151.224274,147.458643,135.182226,72.256631,157.618043,148.345403,124.299309,72.6887686,152.834328,148.081501,136.284399,81.4359301,150.75153,149.762746,147.286758,52.216298,151.692327,147.348493,145.51803,50.6926572,149.986285,152.050755,52.8459137,61.8505109,62.8874491,49.3402285,0.135790562,0.101192445,0.102811691,71.2827992,45.4523299
Manometer Tree 150 & 155 SP-Tstat Open,57235,148.62775,149.867595,151.219609,147.469638,135.198671,72.3063261,157.628302,148.344204,124.30222,72.7207975,152.845034,148.085524,136.305201,81.5784296,150.763729,149.782872,147.30546,52.2010197,151.689812,147.337248,145.503538,50.7482081,149.981461,152.047492,53.859421,61.9274113,62.8758828,49.3337322,0.13579909,0.101368509,0.102167679,71.2951642,45.9124009
Manometer Tree 150 & 155 SP-Tstat Open,57240,148.638934,149.891703,151.234658,147.492407,135.205179,72.3369425,157.635506,148.365554,124.302075,72.7025537,152.855587,148.080523,136.317694,81.542019,150.770102,149.763141,147.297755,52.1441793,151.695064,147.338813,145.501504,50.8053129,149.980486,152.041685,53.7251233,61.9788903,62.9590753,49.4194844,0.135628803,0.101294782,0.102239205,71.2903153,46.369967
Manometer Tree 150 & 155 SP-Tstat Open,57245,148.657234,149.890372,151.231121,147.495345,135.202558,72.1231569,157.631818,148.360591,124.307083,72.7389272,152.850205,148.106925,136.311505,81.5378812,150.759982,149.771276,147.297802,52.1633835,151.692994,147.338893,145.499678,50.8087656,149.987667,152.038662,53.5693728,62.1428398,63.0211847,49.4185437,0.135884922,0.100713218,0.102139068,71.3310213,46.3774394
Manometer Tree 150 & 155 SP-Tstat Open,57250,148.666196,149.882348,151.226717,147.474941,135.214826,72.1907814,157.613171,148.345323,124.295798,72.6943901,152.847585,148.07933,136.306852,81.6365867,150.759759,149.775973,147.295687,52.1223171,151.699286,147.346888,145.50721,50.8078925,149.985514,152.046074,53.7035414,62.0883253,63.0620237,49.3802245,0.135725913,0.101217204,0.102299177,71.3484001,46.2907373
Manometer Tree 150 & 155 SP-Tstat Open,57255,148.651553,149.88342,151.259306,147.48331,135.211332,72.0678127,157.62413,148.36639,124.30049,72.6546398,152.839469,148.107772,136.309655,81.4641398,150.76759,149.773914,147.301135,52.0708345,151.690733,147.339095,145.512904,50.7808941,149.979101,152.047392,53.3819302,61.8987007,63.0382242,49.3587915,0.135844757,0.100621334,0.101890102,71.3814169,45.8189682
Manometer Tree 150 & 155 SP-Tstat Open,57260,148.649513,149.858338,151.239374,147.488747,135.209051,72.2259611,157.631321,148.366127,124.289807,72.6593621,152.846242,148.104426,136.307502,81.5907511,150.759528,149.778106,147.300886,52.046908,151.698473,147.348534,145.524533,50.8727945,149.990659,152.061393,53.3011052,61.7303207,63.0541873,49.3138575,0.136016145,0.100925321,0.102635626,71.4981176,45.7522747
Manometer Tree 150 & 155 SP-Tstat Open,57265,148.652957,149.872195,151.234269,147.475576,135.198365,72.3682203,157.61576,148.355682,124.312607,72.7004877,152.859593,148.106075,136.330429,81.6755449,150.778825,149.779006,147.296361,51.9807932,151.702751,147.349094,145.518177,50.8831907,149.980695,152.043381,54.5054709,61.4851329,63.1169878,49.328809,0.136300875,0.101676073,0.102100554,71.4800358,45.9462294
Manometer Tree 150 & 155 SP-Tstat Open,57270,148.654703,149.884358,151.251987,147.473511,135.223297,72.2571338,157.631892,148.364089,124.312809,72.7617775,152.85038,148.088543,136.32833,81.7148919,150.778249,149.775255,147.29951,52.1213076,151.70537,147.370883,145.5065,50.8466444,149.989712,152.045345,54.0439908,61.5664347,63.1335569,49.3731569,0.136182307,0.10103041,0.102193263,71.3725516,46.080786
Manometer Tree 150 & 155 SP-Tstat Open,57275,148.660363,149.887343,151.245924,147.485799,135.221316,72.0339188,157.634459,148.351054,124.315989,72.6595214,152.851078,148.100106,136.331236,81.58041,150.77443,149.790883,147.30757,52.1597632,151.702538,147.353956,145.521636,50.7828452,149.990906,152.05972,53.1601074,61.7021119,63.1721824,49.3978156,0.135852185,0.101007852,0.102822695,71.386701,45.7693984
Manometer Tree 150 & 155 SP-Tstat Open,57280,148.652743,149.883459,151.247057,147.487184,135.21812,71.998033,157.617433,148.357507,124.317309,72.6219775,152.845795,148.098241,136.330547,81.513655,150.776915,149.790533,147.313704,52.1983115,151.701439,147.362751,145.507767,50.6774298,149.993891,152.044908,53.968955,61.6550027,63.1895446,49.4386099,0.136038704,0.101127796,0.102676891,71.3898729,45.4445424
Manometer Tree 150 & 155 SP-Tstat Open,57285,148.643609,149.884816,151.247793,147.500846,135.212925,71.9816054,157.615892,148.362331,124.313096,72.5142133,152.849425,148.106167,136.335112,81.4972181,150.772816,149.800805,147.308024,52.1702654,151.7033,147.358573,145.504014,50.6724737,149.992608,152.045145,53.6440311,61.6761658,63.1219716,49.5203478,0.136113531,0.101181165,0.10264663,71.3710394,45.090785
Manometer Tree 150 & 155 SP-Tstat Open,57290,148.661887,149.887027,151.238266,147.498436,135.201939,72.0562103,157.621787,148.348379,124.302729,72.5417264,152.850583,148.099199,136.323568,81.6295001,150.773249,149.788492,147.307582,52.189873,151.698859,147.35411,145.506167,50.7945199,149.98091,152.031528,53.1874535,61.6959194,63.1327828,49.4752436,0.135820273,0.10120675,0.10248377,71.3818974,45.0241151
Manometer Tree 150 & 155 SP-Tstat Open,57295,148.627459,149.897046,151.247342,147.493861,135.192735,72.006261,157.620088,148.350713,124.313304,72.7215105,152.846884,148.097295,136.329249,81.6241069,150.775705,149.7952,147.300869,52.1663227,151.69474,147.355538,145.506693,50.8310911,149.973343,152.017539,53.5204489,61.7418458,63.0193615,49.4636332,0.137573769,0.101158607,0.102174006,71.3976759,44.8912621
Manometer Tree 150 & 155 SP-Tstat Open,57300,148.645473,149.898428,151.244754,147.486375,135.203555,72.0695009,157.618843,148.366707,124.310667,72.7510257,152.853852,148.103007,136.325034,81.5846796,150.780623,149.791391,147.311118,52.1297824,151.702888,147.359753,145.51472,50.7000419,149.982415,152.036516,53.6524369,61.7163511,63.0640016,49.4014492,0.135795239,0.100922295,0.10246919,71.3595901,44.7193608
Manometer Tree 150 & 155 SP-Tstat Open,57305,148.627253,149.884023,151.229122,147.466849,135.18314,71.9968565,157.607689,148.356138,124.298221,72.5527168,152.832884,148.095309,136.315146,81.6339952,150.779131,149.790825,147.312606,52.1925678,151.705739,147.358757,145.503523,50.7370201,149.966446,152.037201,53.6087298,61.635702,63.0059283,49.3212731,0.135992212,0.101095334,0.102642779,71.3728395,44.7027222
Manometer Tree 150 & 155 SP-Tstat Open,57310,148.614833,149.891095,151.240823,147.47783,135.187314,72.0211815,157.615617,148.336665,124.309469,72.6893239,152.846585,148.081711,136.322923,81.657674,150.776494,149.802181,147.314315,52.1952264,151.715024,147.364833,145.507003,50.8006166,149.959657,152.043211,53.3259096,61.6713079,62.9639722,49.2590716,0.135842006,0.100962185,0.102110458,71.3826925,44.7978114
Manometer Tree 150 & 155 SP-Tstat Open,57315,148.636852,149.905789,151.25233,147.480192,135.195886,72.0397017,157.618114,148.347413,124.311397,72.6687895,152.839557,148.093784,136.316025,81.6047319,150.782901,149.795192,147.305808,52.2338968,151.716849,147.347218,145.507906,50.7650158,149.97385,152.040972,52.8386358,61.5416241,62.7832553,49.1507413,0.136321233,0.101282403,0.102599588,71.3401385,44.6881146
Manometer Tree 150 & 155 SP-Tstat Open,57320,148.620623,149.905209,151.239103,147.484466,135.180142,72.186786,157.602778,148.338159,124.293359,72.5650648,152.84355299999999,148.088653,136.307015,81.4520248,150.773802,149.802442,147.300225,52.1712547,151.697206,147.345252,145.519097,50.6573768,149.982881,152.038998,53.0155372,61.5038454,62.6881213,49.2038973,0.136310229,0.101122294,0.101793266,71.3444014,44.5917748
Manometer Tree 150 & 155 SP-Tstat Open,57325,148.606974,149.865657,151.235054,147.483469,135.188828,72.2619659,157.61022,148.347465,124.300747,72.6609574,152.828474,148.08825,136.326764,81.5698587,150.782376,149.808868,147.308466,52.2491189,151.694259,147.342613,145.497605,50.8022935,149.979306,152.037744,52.8939776,61.6674864,62.6489077,49.2318292,0.136452456,0.101543199,0.102536865,71.4076386,45.1021703
Manometer Tree 150 & 155 SP-Tstat Open,57330,148.629894,149.886225,151.239597,147.485519,135.17382,72.3139661,157.600089,148.355705,124.303261,72.6999337,152.854592,148.083246,136.321626,81.4627419,150.781513,149.808388,147.309863,52.1903477,151.710143,147.371052,145.500345,50.7758043,149.964524,152.042428,54.1249793,61.5193952,62.6663842,49.0729387,0.136302801,0.101216378,0.102454885,71.3676406,45.5416532
Manometer Tree 150 & 155 SP-Tstat Open,57335,148.645669,149.87748,151.240821,147.473865,135.176441,72.2575774,157.596903,148.338173,124.311597,72.7062623,152.842221,148.089958,136.324841,81.5461813,150.781285,149.793202,147.306375,52.2066669,151.701408,147.373651,145.493177,50.77323,149.96351,152.02703,53.3427306,61.5872012,62.6627234,49.0096649,0.136245855,0.100869751,0.102253785,71.3632352,45.6895648
Manometer Tree 150 & 155 SP-Tstat Open,57340,148.632281,149.884912,151.227962,147.461615,135.173061,72.3734517,157.595547,148.340011,124.318843,72.7436665,152.84712,148.086749,136.322298,81.6492336,150.785198,149.81151,147.32271,52.1453238,151.708803,147.364788,145.502512,50.732599,149.952004,152.017287,53.6773301,61.5359078,62.734946,49.1394787,0.136166626,0.101158332,0.101525042,71.3720103,45.6788844
Manometer Tree 150 & 155 SP-Tstat Open,57345,148.621993,149.888979,151.234378,147.481031,135.184366,72.2615419,157.595213,148.340557,124.320399,72.6713205,152.82559,148.090135,136.318996,81.6369557,150.782377,149.804774,147.307669,52.1204019,151.684145,147.347339,145.503786,50.7004094,149.950336,152.029914,53.3024626,61.5134125,62.862285,49.0284514,0.135996613,0.10131569,0.102276619,71.3258004,45.3651433
Manometer Tree 150 & 155 SP-Tstat Open,57350,148.60275,149.89633,151.245625,147.469508,135.182193,72.0783593,157.603453,148.340374,124.316894,72.4525848,152.821376,148.080836,136.325867,81.5231029,150.78922,149.811753,147.317684,52.1302182,151.693883,147.3646,145.51003,50.6732796,149.96877,152.033575,53.8860835,61.6097966,62.7861086,49.109399,0.136162499,0.100942377,0.102521459,71.3504248,44.6599628
Manometer Tree 150 & 155 SP-Tstat Open,57355,148.603207,149.90301,151.247406,147.470023,135.197933,72.2185239,157.59184,148.346846,124.324939,72.4908734,152.845161,148.084414,136.334135,81.5439606,150.781513,149.825766,147.323286,52.2131421,151.708946,147.362438,145.483557,50.6945494,149.93997,152.013989,53.8714969,61.4238329,62.7455943,49.1215778,0.135700054,0.100953657,0.102295051,71.2894445,44.4339159
Manometer Tree 150 & 155 SP-Tstat Open,57360,148.58852,149.898502,151.239034,147.454142,135.193347,72.2150973,157.59831,148.331804,124.314347,72.6459591,152.830426,148.07497,136.333155,81.5593221,150.768014,149.809698,147.309335,52.1402056,151.693424,147.352533,145.486674,50.7105121,149.943037,152.01118,53.8678364,61.4015631,62.7842115,49.1126398,0.136378179,0.101208676,0.101911835,71.3067413,44.4968213
Manometer Tree 150 & 155 SP-Tstat Open,57365,148.577184,149.886013,151.237041,147.475657,135.193478,72.3579967,157.580918,148.33417,124.316379,72.6570353,152.812322,148.069976,136.345676,81.4246123,150.769229,149.811314,147.323406,51.9409272,151.696922,147.358174,145.507644,50.785417,149.955712,152.019553,53.5192909,61.3846335,62.7313125,49.1378591,0.13634159,0.101248565,0.102216372,71.3857303,45.2268878
Manometer Tree 150 & 155 SP-Tstat Open,57370,148.587921,149.889976,151.235288,147.47054,135.197673,72.4344856,157.583188,148.333181,124.324031,72.681419,152.823617,148.077588,136.352748,81.6351465,150.767316,149.820176,147.325589,51.9876291,151.693462,147.356939,145.495939,50.8135127,149.941344,152.010091,53.5427382,61.3982442,62.726394,49.0680733,0.13619276,0.100948155,0.101964104,71.4265767,46.2496297
Manometer Tree 150 & 155 SP-Tstat Open,57375,148.599888,149.903551,151.22866,147.471665,135.196919,72.3523009,157.597508,148.341434,124.334069,72.7147852,152.816216,148.088265,136.343138,81.5965705,150.787808,149.823738,147.315805,52.1569747,151.704806,147.355762,145.504069,50.8028277,149.956542,152.018897,54.003506,61.3117804,62.8078169,49.0733752,0.136439251,0.101724766,0.102296426,71.4437931,47.1604126
Manometer Tree 150 & 155 SP-Tstat Open,57380,148.602023,149.877911,151.238291,147.459558,135.211618,72.1363371,157.56898,148.351682,124.33197,72.5732663,152.82501,148.08289,136.325447,81.7716579,150.759846,149.803941,147.318244,52.1773929,151.692064,147.359673,145.498128,50.7708846,149.943062,152.025092,54.143569,61.3158068,62.8542092,49.0886816,0.1363006,0.101540723,0.102200416,71.3974238,47.0269651
Manometer Tree 150 & 155 SP-Tstat Open,57385,148.582784,149.897945,151.242536,147.467545,135.194037,72.1704718,157.574014,148.339363,124.33841,72.6038002,152.839533,148.08568,136.337524,81.5718249,150.772663,149.821604,147.319058,52.1290171,151.704363,147.346969,145.512967,50.6586437,149.938877,152.014058,54.0405105,61.2689589,62.8553001,49.1561701,0.136026599,0.101405923,0.102420497,71.3373222,46.4373136
Manometer Tree 150 & 155 SP-Tstat Open,57390,148.570648,149.877968,151.215552,147.448091,135.182898,71.647516,157.572554,148.31538,124.314317,71.9973484,152.812772,148.066714,136.336975,80.0031117,150.768659,149.804477,147.333441,51.7577793,151.68574,147.359646,145.509404,50.2261377,149.948664,152.013663,52.7281928,61.2856759,63.0573081,49.1346956,0.136040629,0.101146503,0.101931917,71.3146826,43.7831825
Manometer Tree 150 & 155 SP-Tstat Open,57395,148.574617,149.882455,151.208289,147.462907,135.190868,71.2660648,157.578836,148.328003,124.313778,71.6008717,152.820243,148.078059,136.34988,80.1353139,150.77836,149.821422,147.331811,51.731962,151.708297,147.346249,145.507658,50.4349425,149.934672,152.01821,54.0228692,60.8055972,63.1417709,49.0867223,0.136424946,0.101540723,0.102024901,71.2976913,41.7795196
Manometer Tree 150 & 155 SP-Tstat Open,57400,148.546185,149.870958,151.212462,147.444617,135.175251,71.4933889,157.558889,148.329088,124.324466,71.8567594,152.806283,148.069743,136.333478,80.3792618,150.757758,149.819335,147.325681,51.6963358,151.684361,147.34545,145.503428,50.703942,149.925809,152.012138,53.6911572,60.810098,63.2304755,48.9786327,0.135894826,0.100883781,0.10211596,71.305497,42.075864
Manometer Tree 150 & 155 SP-Tstat Open,57405,148.561568,149.867276,151.223432,147.425898,135.164672,71.8986858,157.561575,148.315702,124.326908,72.1443325,152.816955,148.079348,136.337087,80.86294,150.767719,149.810306,147.329724,51.8706416,151.690576,147.369506,145.491447,50.7011553,149.928235,152.003666,53.0403474,60.9772901,63.2244525,48.9238832,0.135731691,0.101103312,0.102451858,71.3559224,43.569452
Manometer Tree 150 & 155 SP-Tstat Open,57410,148.533766,149.870554,151.228405,147.430744,135.174706,72.1230223,157.561899,148.321973,124.317588,72.3927614,152.811324,148.060752,136.3333,81.0943697,150.786602,149.819562,147.336587,51.8149946,151.691757,147.356683,145.506557,50.7774126,149.93233,152.007158,54.0212531,61.1452504,63.1583497,49.0115381,0.136207891,0.101153655,0.102303029,71.3451239,44.8007302
Manometer Tree 150 & 155 SP-Tstat Open,57415,148.541298,149.860452,151.224529,147.450822,135.183282,72.1906698,157.554022,148.32444,124.322703,72.5020396,152.805462,148.073528,136.327565,81.1296704,150.757571,149.807224,147.318097,51.7502854,151.692623,147.348776,145.514884,50.7782258,149.93822,152.016005,53.9016172,61.1174678,63.0981496,49.0658909,0.136188909,0.101398495,0.102262314,71.4889366,45.9892604
